id,name,category,subcategory,rarity,professions,region,short_uses,file_name
58878,Oathforged Brew 58878,Ingredient,Grain,Common,Leatherworking,Emberford outskirts,Common crafting input used across cooking and alchemy.,item_58878.png
58879,Frostbound Tonic 58879,Trophy,Claw,Uncommon,Jewelry,Frostbriar trails,Monster proof used for bounties and turn-ins.,item_58879.png
58880,Stormkissed Knife 58880,Map,Cave Map,Common,Engineering,Emberford markets,Simple navigation aid that points to micro-locations.,item_58880.png
58881,Glimmering Pouch 58881,Trinket,Sigil,Common,Mining,Bramblefold hedges,Minor passive charm with low-power utility.,item_58881.png
58882,Saltstained Compass 58882,Trophy,Scale,Common,Herbalism,Duskhollow bogs,Monster proof used for bounties and turn-ins.,item_58882.png
58883,Bramble Spice 58883,Quest,Quest Item,Common,Leatherworking,Ashen Ridge terraces,Objective item for contracts and errands.,item_58883.png
58884,Rivercut Tonic Robe 58884,Gear,Cloth Robe,Uncommon,None,Frostbriar trails,Baseline leveling piece with steady stats and simple flavor.,item_58884.png
58885,Bramble Cairn 58885,Key,Copper Key,Common,Jewelry,Ashen Ridge terraces,Basic key used for side doors and caches.,item_58885.png
58886,Market Token 58886,Map,Ruin Sketch,Common,Tailoring,Frost Caverns,Simple navigation aid that points to micro-locations.,item_58886.png
58887,Market Needle 58887,Trophy,Horn,Uncommon,Cooking,Glimmerdeep canals,Monster proof used for bounties and turn-ins.,item_58887.png
58888,Market Skein 58888,Alchemy,Distillate,Common,Fishing,Ashen Ridge terraces,Reliable reagent for low to mid-tier mixtures.,item_58888.png
58889,Oathforged Band 58889,Consumable,Salve,Common,Cooking,Saltmarrow tidepools,Everyday field supply that reduces downtime.,item_58889.png
58890,Bramble Token 58890,Toy,Dice,Common,Cooking,Ashen Ridge terraces,Harmless fun item with small social value.,item_58890.png
58891,Frostbound Token 58891,World Object,Cache,Rare,Enchanting,Glimmerdeep canals,Placeable/interactive world piece for events.,item_58891.png
58892,Lanternlit Pike 58892,Consumable,Salve,Uncommon,Herbalism,Deepwatch,Everyday field supply that reduces downtime.,item_58892.png
58893,Mireborn Ink 58893,Tool,Knife,Uncommon,Leatherworking,Emberford outskirts,Utility item for travel salvage and exploration.,item_58893.png
58894,Hearthworn Shard 58894,Quest,Quest Item,Common,Tailoring,Deepwatch,Objective item for contracts and errands.,item_58894.png
58895,Oathforged Cog 58895,Quest,Quest Item,Uncommon,Smithing,Emberford outskirts,Objective item for contracts and errands.,item_58895.png
58896,Frostbound Tonic 58896,Document,Ledger,Uncommon,None,Emberford outskirts,Readable lore drop that hints at routes and secrets.,item_58896.png
58897,Mireborn Rivet 58897,Material,Thread,Common,Cooking,Ashen Ridge terraces,Core trade material used in many early recipes.,item_58897.png
58898,Ashen Needle 58898,Toy,Wooden Doll,Common,Jewelry,Deepwatch,Harmless fun item with small social value.,item_58898.png
58899,Oathforged Shard 58899,Consumable,Salve,Common,Fishing,Emberford outskirts,Everyday field supply that reduces downtime.,item_58899.png
58900,Market Balm 58900,Key,Iron Key,Common,Tailoring,Emberford outskirts,Basic key used for side doors and caches.,item_58900.png
58901,Saltstained Stitch 58901,World Object,Cache,Uncommon,Fishing,Bramblefold hedges,Placeable/interactive world piece for events.,item_58901.png
58902,Saltstained Compass 58902,Alchemy,Phial,Common,Leatherworking,Emberford markets,Reliable reagent for low to mid-tier mixtures.,item_58902.png
58903,Market Pouch 58903,Key,Copper Key,Uncommon,Engineering,Frostbriar trails,Basic key used for side doors and caches.,item_58903.png
58904,Oathforged Totem 58904,Trophy,Scale,Common,Tailoring,Duskhollow bogs,Monster proof used for bounties and turn-ins.,item_58904.png
58905,Pilgrim's Balm 58905,Toy,Dice,Common,Mining,Glimmerdeep canals,Harmless fun item with small social value.,item_58905.png
58906,Bramble Seal 58906,Document,Letter,Common,Herbalism,Deepwatch,Readable lore drop that hints at routes and secrets.,item_58906.png
58907,Bramble Tonic 58907,Material,Stone Block,Uncommon,Fishing,Glimmerdeep shore,Core trade material used in many early recipes.,item_58907.png
58908,Ashen Band 58908,Trinket,Charm,Common,Alchemy,Ashen Ridge terraces,Minor passive charm with low-power utility.,item_58908.png
58909,Glimmering Pouch 58909,Material,Glass,Common,Engineering,Glimmerdeep canals,Core trade material used in many early recipes.,item_58909.png
58910,Bramble Gizmo 58910,Tool,Hammer,Uncommon,Herbalism,Frost Caverns,Utility item for travel salvage and exploration.,item_58910.png
58911,Glimmering Ink 58911,World Object,Marker,Rare,None,Emberford outskirts,Placeable/interactive world piece for events.,item_58911.png
58912,Mireborn Skein 58912,Key,Iron Key,Common,None,Emberford outskirts,Basic key used for side doors and caches.,item_58912.png
58913,Ashen Knife 58913,Tool,Rope,Uncommon,Tailoring,Frost Caverns,Utility item for travel salvage and exploration.,item_58913.png
58914,Dusk Balm 58914,Alchemy,Reagent,Common,Cooking,Bramblefold hedges,Reliable reagent for low to mid-tier mixtures.,item_58914.png
58915,Dusk Skein 58915,Curio,Charm,Rare,Alchemy,Frostbriar trails,Flavor drop that feeds quests vendors and collectors.,item_58915.png
58916,Ashen Pike 58916,Map,Trail Map,Common,Jewelry,Duskhollow bogs,Simple navigation aid that points to micro-locations.,item_58916.png
58917,Cinder Talisman 58917,Ingredient,Herb,Common,Herbalism,Frostbriar trails,Common crafting input used across cooking and alchemy.,item_58917.png
58918,Cinder Cairn Gloves 58918,Gear,Cloth Gloves,Common,Tailoring,Frostbriar trails,Baseline leveling piece with steady stats and simple flavor.,item_58918.png
58919,Rivercut Lantern 58919,Key,Bone Key,Common,Leatherworking,Frost Caverns,Basic key used for side doors and caches.,item_58919.png
58920,Rivercut Gizmo 58920,Trophy,Fang,Uncommon,Engineering,Frostbriar trails,Monster proof used for bounties and turn-ins.,item_58920.png
58921,Saltstained Cog Trinket 58921,Gear,Trinket,Common,Engineering,Glimmerdeep shore,Baseline leveling piece with steady stats and simple flavor.,item_58921.png
58922,Lanternlit Needle 58922,World Object,Marker,Uncommon,None,Frostbriar trails,Placeable/interactive world piece for events.,item_58922.png
58923,Oathforged Buckle 58923,Tool,Saw,Common,Mining,Duskhollow bogs,Utility item for travel salvage and exploration.,item_58923.png
58924,Market Rivet 58924,Trinket,Charm,Common,Herbalism,Glimmerdeep canals,Minor passive charm with low-power utility.,item_58924.png
58925,Saltstained Cog 58925,Consumable,Food,Common,Jewelry,Duskhollow bogs,Everyday field supply that reduces downtime.,item_58925.png
58926,Oathforged Carving 58926,Tool,Rope,Common,None,Saltmarrow strand,Utility item for travel salvage and exploration.,item_58926.png
58927,Pilgrim's Ink 58927,Ingredient,Grain,Common,Alchemy,Bramblefold hedges,Common crafting input used across cooking and alchemy.,item_58927.png
58928,Lanternlit Pouch 58928,Document,Prayer Slip,Common,Smithing,Emberford markets,Readable lore drop that hints at routes and secrets.,item_58928.png
58929,Stormkissed Fillet Hood 58929,Gear,Cloth Hood,Common,Herbalism,Ashen Ridge terraces,Baseline leveling piece with steady stats and simple flavor.,item_58929.png
58930,Mireborn Compass 58930,Ingredient,Sap,Common,Tailoring,Glimmerdeep shore,Common crafting input used across cooking and alchemy.,item_58930.png
58931,Oathforged Compass 58931,Map,Trail Map,Common,Smithing,Duskhollow bogs,Simple navigation aid that points to micro-locations.,item_58931.png
58932,Pilgrim's Buckle 58932,Ingredient,Mushroom,Common,None,Frost Caverns,Common crafting input used across cooking and alchemy.,item_58932.png
58933,Ashen Fillet 58933,Key,Bone Key,Common,None,Bramblefold hedges,Basic key used for side doors and caches.,item_58933.png
58934,Bramble Talisman 58934,Consumable,Potion,Common,Enchanting,Frostbriar trails,Everyday field supply that reduces downtime.,item_58934.png
58935,Dusk Stitch 58935,Tool,Compass,Common,Mining,Glimmerdeep canals,Utility item for travel salvage and exploration.,item_58935.png
58936,Stormkissed Compass 58936,World Object,Cache,Uncommon,Cooking,Glimmerdeep canals,Placeable/interactive world piece for events.,item_58936.png
58937,Warden's Knife 58937,Trinket,Charm,Common,Enchanting,Glimmerdeep canals,Minor passive charm with low-power utility.,item_58937.png
58938,Frostbound Pouch 58938,Trinket,Stone,Common,Smithing,Emberford markets,Minor passive charm with low-power utility.,item_58938.png
58939,Cinder Token 58939,Map,Trail Map,Common,Alchemy,Bramblefold hedges,Simple navigation aid that points to micro-locations.,item_58939.png
58940,Market Tonic 58940,Alchemy,Reagent,Uncommon,None,Glimmerdeep shore,Reliable reagent for low to mid-tier mixtures.,item_58940.png
58941,Mireborn Pouch 58941,Key,Iron Key,Common,Smithing,Saltmarrow strand,Basic key used for side doors and caches.,item_58941.png
58942,Glimmering Brew 58942,Curio,Relic,Common,Enchanting,Deepwatch,Flavor drop that feeds quests vendors and collectors.,item_58942.png
58943,Ashen Talisman 58943,Toy,Whistle,Common,Herbalism,Glimmerdeep canals,Harmless fun item with small social value.,item_58943.png
58944,Bramble Spice 58944,Quest,Quest Item,Common,Mining,Saltmarrow tidepools,Objective item for contracts and errands.,item_58944.png
58945,Market Cairn 58945,Profession Tool,Cooking Kit,Uncommon,Mining,Emberford markets,Starter kit enabling profession actions.,item_58945.png
58946,Bramble Knife 58946,Material,Ingot,Common,Fishing,Emberford outskirts,Core trade material used in many early recipes.,item_58946.png
58947,Cinder Cog 58947,World Object,Cairn,Common,Leatherworking,Glimmerdeep shore,Placeable/interactive world piece for events.,item_58947.png
58948,Frostbound Knot 58948,Toy,Whistle,Common,Jewelry,Frost Caverns,Harmless fun item with small social value.,item_58948.png
58949,Mireborn Totem 58949,Ingredient,Mushroom,Uncommon,Fishing,Frostbriar trails,Common crafting input used across cooking and alchemy.,item_58949.png
58950,Saltstained Seal 58950,Alchemy,Essence,Common,Cooking,Glimmerdeep shore,Reliable reagent for low to mid-tier mixtures.,item_58950.png
58951,Rivercut Hook 58951,Alchemy,Reagent,Common,Leatherworking,Frost Caverns,Reliable reagent for low to mid-tier mixtures.,item_58951.png
58952,Dusk Carving 58952,Toy,Dice,Common,Tailoring,Emberford markets,Harmless fun item with small social value.,item_58952.png
58953,Glimmering Ration Axe 58953,Gear,Axe,Common,Fishing,Ashen Ridge terraces,Baseline leveling piece with steady stats and simple flavor.,item_58953.png
58954,Glimmering Seal 58954,Material,Ingot,Uncommon,Herbalism,Emberford outskirts,Core trade material used in many early recipes.,item_58954.png
58955,Market Brew 58955,Curio,Relic,Rare,Cooking,Duskhollow bogs,Flavor drop that feeds quests vendors and collectors.,item_58955.png
58956,Ashen Cog 58956,Tool,Chisel,Rare,Smithing,Glimmerdeep canals,Utility item for travel salvage and exploration.,item_58956.png
58957,Oathforged Skein 58957,Quest,Quest Item,Common,Tailoring,Bramblefold hedges,Objective item for contracts and errands.,item_58957.png
58958,Hearthworn Charm Bracers 58958,Gear,Plate Bracers,Rare,Leatherworking,Ashen Ridge terraces,Baseline leveling piece with steady stats and simple flavor.,item_58958.png
58959,Pilgrim's Pouch 58959,Toy,Dice,Common,Enchanting,Ashen Ridge terraces,Harmless fun item with small social value.,item_58959.png
58960,Mireborn Skein 58960,Material,Leather,Common,Engineering,Emberford outskirts,Core trade material used in many early recipes.,item_58960.png
58961,Frostbound Ledger 58961,Ingredient,Resin,Uncommon,Cooking,Deepwatch,Common crafting input used across cooking and alchemy.,item_58961.png
58962,Stormkissed Totem 58962,Material,Ore,Common,None,Emberford outskirts,Core trade material used in many early recipes.,item_58962.png
58963,Glimmering Tonic Vest 58963,Gear,Leather Vest,Common,Mining,Emberford markets,Baseline leveling piece with steady stats and simple flavor.,item_58963.png
58964,Hearthworn Cairn 58964,Trinket,Stone,Common,Fishing,Saltmarrow tidepools,Minor passive charm with low-power utility.,item_58964.png
58965,Pilgrim's Tonic 58965,Map,Ruin Sketch,Common,Enchanting,Glimmerdeep canals,Simple navigation aid that points to micro-locations.,item_58965.png
58966,Warden's Cog 58966,Quest,Quest Item,Common,Smithing,Duskhollow bogs,Objective item for contracts and errands.,item_58966.png
58967,Rivercut Shard 58967,World Object,Cairn,Common,Leatherworking,Bramblefold hedges,Placeable/interactive world piece for events.,item_58967.png
58968,Glimmering Fillet 58968,Alchemy,Phial,Common,Engineering,Glimmerdeep canals,Reliable reagent for low to mid-tier mixtures.,item_58968.png
58969,Saltstained Totem 58969,Material,Cloth Bolt,Common,Mining,Ashen Ridge terraces,Core trade material used in many early recipes.,item_58969.png
58970,Mireborn Ration 58970,World Object,Totem,Common,Smithing,Glimmerdeep shore,Placeable/interactive world piece for events.,item_58970.png
58971,Hearthworn Charm 58971,Toy,Spin Top,Common,Fishing,Glimmerdeep canals,Harmless fun item with small social value.,item_58971.png
58972,Bramble Compass 58972,Document,Notice,Uncommon,Leatherworking,Frostbriar trails,Readable lore drop that hints at routes and secrets.,item_58972.png
58973,Frostbound Cog Shield 58973,Gear,Shield,Uncommon,Jewelry,Bramblefold hedges,Baseline leveling piece with steady stats and simple flavor.,item_58973.png
58974,Pilgrim's Tonic 58974,Quest,Quest Item,Common,Leatherworking,Deepwatch,Objective item for contracts and errands.,item_58974.png
58975,Market Spice 58975,Alchemy,Reagent,Common,Herbalism,Ashen Ridge terraces,Reliable reagent for low to mid-tier mixtures.,item_58975.png
58976,Stormkissed Tonic 58976,Curio,Trinket Bit,Common,Jewelry,Frostbriar trails,Flavor drop that feeds quests vendors and collectors.,item_58976.png
58977,Saltstained Pouch 58977,Document,Letter,Uncommon,Herbalism,Bramblefold hedges,Readable lore drop that hints at routes and secrets.,item_58977.png
58978,Cinder Tonic 58978,Material,Ingot,Common,Herbalism,Deepwatch,Core trade material used in many early recipes.,item_58978.png
58979,Pilgrim's Band 58979,Material,Ingot,Common,Jewelry,Ashen Ridge terraces,Core trade material used in many early recipes.,item_58979.png
58980,Ashen Tonic 58980,Map,Trail Map,Common,Engineering,Bramblefold hedges,Simple navigation aid that points to micro-locations.,item_58980.png
58981,Mireborn Knife 58981,Trophy,Horn,Common,Leatherworking,Saltmarrow strand,Monster proof used for bounties and turn-ins.,item_58981.png
58982,Cinder Buckle 58982,Trinket,Stone,Uncommon,Fishing,Ashen Ridge terraces,Minor passive charm with low-power utility.,item_58982.png
58983,Stormkissed Brew 58983,Alchemy,Catalyst,Uncommon,Cooking,Frost Caverns,Reliable reagent for low to mid-tier mixtures.,item_58983.png
58984,Mireborn Ledger 58984,Toy,Dice,Common,Smithing,Frost Caverns,Harmless fun item with small social value.,item_58984.png
58985,Lanternlit Balm 58985,Ingredient,Resin,Common,Jewelry,Emberford markets,Common crafting input used across cooking and alchemy.,item_58985.png
58986,Hearthworn Balm 58986,Trinket,Stone,Uncommon,Leatherworking,Frost Caverns,Minor passive charm with low-power utility.,item_58986.png
58987,Rivercut Hook 58987,Key,Bone Key,Common,Leatherworking,Bramblefold hedges,Basic key used for side doors and caches.,item_58987.png
58988,Mireborn Token 58988,World Object,Totem,Uncommon,Smithing,Duskhollow bogs,Placeable/interactive world piece for events.,item_58988.png
58989,Ashen Knot 58989,Alchemy,Catalyst,Common,Fishing,Emberford markets,Reliable reagent for low to mid-tier mixtures.,item_58989.png
58990,Ashen Balm 58990,Quest,Quest Item,Uncommon,Herbalism,Emberford outskirts,Objective item for contracts and errands.,item_58990.png
58991,Frostbound Talisman 58991,Quest,Quest Item,Uncommon,Herbalism,Deepwatch,Objective item for contracts and errands.,item_58991.png
